index,gamerTag,numCombosStarted,totalComboDamage,averageComboDamage,maxComboDamage,percentTimeClosestCenter,percentTimeInShield,rollCount,numRecoveries,totalRecoveryDamage,averageRecoveryDamage,maxRecoveryDamage,numSuccessfulRecoveries,recoverySuccessPercent,numEdgeguards,numFailedEdgeguards,edgeguardSuccessPercent,numPunishesStarted,numKillingPunishes,totalPunishDamage,averagePunishDamage,neutralWinPercent,openingsPerKill,won
286,PewPewU,39.70303751761185,1032.0211360571043,13.505440501197587,121.1486696816477,53.121165381296144,4.4933173921122584,37.54073625458142,33.10722632598697,381.09268775902876,12.888014018854461,53.98946264977494,18.34234625110065,44.55038095133351,15.046969292508258,9.9095974323119,36.11136397327283,52.61633273684259,7.665755678235523,1295.220276938395,23.653481388997605,43.553559508648966,6.985562260222974,0.0
287,SFAT,62.31664934024968,693.2251450070208,17.919739456663493,89.15694816341602,56.48268895413082,-0.5958013896095385,30.41197608185636,20.203045399530684,375.57133013230805,9.975119670789061,33.73318193381202,9.51614016538117,82.04108937341861,21.845538313799516,19.11465477920313,28.87926099667456,56.00911388806519,10.290170206109508,1169.7405375041485,19.718033462784604,44.8478211633949,8.317792166293156,0.0
288,SFAT,121.87665022191958,1694.481197583766,15.930771767060989,80.61017381080187,46.41423356953909,5.637280888171695,5.065319268961169,27.948621301583565,544.3106387719725,7.913734742548139,39.846884906032315,10.187191864763497,84.11828891839659,17.483617094342986,11.337992062560556,20.629389452748416,63.77162845221252,7.073364049682592,1140.189298994092,15.088658124505924,49.716480038262105,9.621075171374208,0.0
289,Infinite Numbers,99.28500645542769,1033.3705651139753,13.838594001031524,46.80968229076723,48.72216133903867,6.106522189894553,4.0986994461713575,13.099874432552966,355.7986851299695,4.133509916651544,10.900287627120585,15.596202296921158,85.39070682028624,33.821027424028415,22.712852024891376,14.091156639069986,96.23226087920652,15.469520134550615,1971.6888043763986,24.40245984100352,48.12352653308286,7.051760231396468,0.0
290,Infinite Numbers,83.96248077047065,1661.5171669236292,11.654385277798708,21.674378375369464,49.13533723038883,9.796033110475095,22.45836915735828,24.311778811932385,303.55371374302086,10.765902879705278,36.11606813633853,13.541873590509615,74.86446388821426,24.726187962141026,11.785830689546001,27.783203396474896,37.41674932556445,13.328029987691027,1207.1782271518027,18.126737397946393,52.28343887884155,7.9063038743443785,0.0
291,PewPewU,30.58938808185684,893.843281453837,14.205751714115445,31.99029042788792,54.475055494464016,9.30646913884369,8.333846257841188,30.12359135867396,297.2178353095786,7.959156505130522,51.24799557216109,15.957825519885295,72.57847372127326,22.59303660723528,6.819044752928434,10.577904943365494,30.937955588719475,15.229111190892427,1904.1564566626275,18.259015061327375,50.49916903437399,7.2523000917369735,0.0
292,S2J,58.608625874840165,1170.2027110629965,14.108235844295207,76.23716058795517,45.30029743208807,8.650103197364688,14.487508020609816,28.168991714869797,432.7726580717476,12.325804124073214,71.01892518622053,15.143506964312348,65.69947545989203,17.13156350838827,15.30085171233206,19.511098997769782,54.59683403093869,10.917885918109587,1317.6169960053323,20.849784077396265,43.12686819092911,6.982930796520343,0.0
293,Westballz,85.75909323206426,714.7036955775693,15.91882189327115,56.09137508104567,46.93883477618453,8.23161510824887,20.290375244163148,21.06030826474099,375.13015881600415,18.694140587117477,47.77272974082823,2.2571538896337806,61.97191321937591,6.456136824048148,28.808087284419333,7.36728791749197,97.5260867836253,11.3265316269922,1121.666298579998,18.1054373940596,43.692533561113954,8.272735789286985,0.0
294,PewPewU,85.62615340990342,1503.852819479273,14.514488994549406,17.19528028173105,52.584302469922335,8.441014870166802,35.20352841704151,25.116301334310435,502.2290567032882,8.00503066036574,47.74931727906494,5.71228507859493,50.1845778058195,26.649498293290183,11.085173850168697,34.79905872996066,85.81598668051042,7.6682662867036955,1062.4248421880102,19.832619525387848,54.03904362253704,5.725770985414335,0.0
295,Plup,85.91002640762228,1765.3111679549718,17.959978042145764,31.356504844518284,53.23318506781351,3.5995734251396385,21.21062650239023,22.840256051697263,224.5287994086397,14.451604543716732,70.53775084066147,12.452195368367814,79.08010158128025,17.331306858383346,7.940761746230253,45.414911834312164,52.92685064137296,11.94480019081523,1995.2659961814998,19.087379118902707,52.545009965950975,5.145830134485497,0.0
296,Mew2King,71.63617664107835,1250.632740418294,9.981097528096969,115.09754325503206,43.54706842557583,5.732047893839909,13.1105474625123,14.04550392586742,36.53801584876662,15.412420208892385,24.351689735555883,11.683855362339845,63.245007843860265,5.732523580516072,5.754520977052335,24.84913622746781,31.207579844076786,5.941123134520458,1607.3391483432524,26.620179447493612,43.05388934608645,8.730682412080307,0.0
297,PewPewU,55.4616362550733,850.5910361718088,17.368245235960977,25.316143647223,52.06372521332144,-0.015232969415106545,25.085803342898053,25.62200660297453,286.44852353852986,8.436539393202782,35.66274805284341,22.644111356945828,58.46177005952003,23.180289874943817,11.949935375918818,38.07517177687547,46.97655675016607,6.519569531661114,1379.9920911010267,19.59937940788438,47.77962795064798,6.589740137765995,0.0
298,Westballz,122.30747818911206,1511.9843447199912,20.25275126259047,32.92518744515672,44.3858416267052,4.957104481536856,7.102259951480667,17.012881228153667,498.61466032361477,14.245577742277167,78.89229879363018,24.467610433958466,80.86442288098391,15.544924251469224,24.882341727518842,41.19619315645351,73.25703565470488,11.600890224222173,1086.8172860498057,23.913378105865064,51.569118197727185,4.694942692009962,0.0
299,Leffen,40.67455334943081,1557.494438467871,12.717932103160393,-0.41791485384293736,46.99312412921775,-0.7148315865426113,12.910178261124194,18.640510611159847,127.29949416527808,7.43308205397474,66.32777528461736,11.357967368908477,54.780201673804896,11.941451971986751,26.80287971574504,43.49091514263161,50.11139064173214,9.500907093150026,1438.411937019875,21.210586276729096,49.390530239106084,5.99518227224752,0.0
300,S2J,70.44406186815968,1532.5049450315332,15.689576376844403,96.03842353267694,58.58490451282436,4.709260260156776,23.835958640453644,23.514254064133645,205.5807307628522,7.792033816763851,61.5111358338449,16.001780868116683,59.34032866599374,8.973891192675556,12.707445017281769,17.805845714681478,62.79382600154139,7.487765984623575,551.3551661873153,18.31366051441822,50.29635705183131,6.677568924769906,0.0
301,Westballz,60.780518779164055,1247.7523647483808,12.62089848959339,51.49480177186513,51.30224074136907,0.7396757178752531,-0.6704653620212317,26.544339246587874,251.68960001938825,5.914882191561535,73.04637976149911,5.071403218590639,73.0981526797863,12.67984607972533,13.976920007390797,40.54530686338337,42.53942052794525,11.371287401859206,1533.3113729972197,24.402564997951682,46.391776921324535,6.39925687159516,0.0
302,Infinite Numbers,112.61730388864103,1647.3886468808148,15.655791340739857,-9.215267584079763,50.10108151300656,6.986390577813743,10.081082129304857,14.687434736208875,242.081378422903,19.76012561519588,38.07549164388305,13.783830339403876,63.89950846959987,6.059893511066188,19.92565090861395,1.2934951411400473,59.68592493286173,10.722984722704899,1381.6547641091324,18.991430731847213,46.546048500809974,8.819084230777396,0.0
303,Lucky,83.18587743533679,1974.3014810541524,16.591465821066684,89.73717583084118,43.84889111270638,4.970641501944878,19.28782613834258,27.205920562244707,248.126653402246,11.298149531046196,75.46631032362207,17.067810959885755,68.12192338224078,27.459409311892458,9.186119965642716,36.54465965629046,29.355294736123284,11.566401856242424,1414.550738921503,17.528702170312798,45.652606244963806,8.529106260763847,0.0
304,PewPewU,118.74379770010822,1570.369585044104,16.895670378050273,76.79876602884124,53.055403392340935,4.700325600742234,13.618137946017281,17.734044678964516,501.41112585925526,9.93390794858488,59.97235809761698,7.722143112810249,54.28564208817677,23.419984220058602,12.383162940118014,16.402359003132304,86.3718187270817,7.3303540755536725,1007.513261301785,22.016184244378067,48.010803842117554,7.470761513653935,0.0
305,S2J,111.13377547178979,1451.0827581857186,13.350858624872357,32.26576911576619,53.98144106502316,2.5715374902754626,25.442761085856915,29.19347387038025,560.6590757618977,7.0756358811081626,69.72075006623211,7.048065167559905,57.90649531425012,17.285586874281766,11.746705413418521,33.470907204945604,47.670455705155135,12.01068625572924,1240.0003712115745,17.080032961776674,41.20974618829449,7.009558043139782,0.0
306,Lucky,59.62459660608836,916.052336938824,16.086789689958632,-1.7181053723075692,54.96364866596301,6.21133780869537,14.903585617112416,21.40035915078724,266.04230678728095,12.699481246155003,42.829964330369755,4.32590426757747,81.71881411594678,10.91772263350858,8.124406280667424,8.957128306418536,73.20734095437041,11.940318898120648,1728.8436823126465,21.22074739621915,48.58416405607357,8.855495899279422,0.0
307,PewPewU,44.359334913685075,1304.199453111824,15.31444865821106,58.723520898771426,52.19692906215787,2.626112982041363,19.590758930862126,15.929738374635955,422.5226899754813,7.967950316580416,54.958111071077845,16.814391124979878,48.512003931219716,15.086856894846754,15.700345339354515,22.864222686710562,87.28166606607508,10.461309127922291,1452.3088189125137,25.07397032552131,49.808859422602715,6.703673016347718,0.0
308,Infinite Numbers,54.23196665460339,1301.957294771038,11.129191074801241,2.8349719210777913,48.53095926799149,9.668619844132072,19.184554618109274,21.944505756215662,364.7202809921102,6.780938410219206,58.48135846120701,13.468888439793332,60.166471688427976,11.306384268573048,5.237817005108538,17.197071041257548,62.27174389022617,8.9696952814173,1201.301000323909,17.15940667651934,45.25129154257856,7.5912094158496854,0.0
309,Plup,115.14704785862617,1393.1854178306567,15.422943647213131,61.932642773136436,49.81737667524427,5.9259698656511,19.179577957483602,17.790445774049573,581.6104317151755,6.754739348780595,29.47585169401199,26.168912393435747,76.19624791778162,29.96140519805719,9.625140429516321,20.755631473412755,48.84943260269875,10.740190991901482,1745.4007508509426,16.80099912317276,46.08567262505187,7.439013983983955,0.0
310,PewPewU,79.42631547247652,702.2216492799025,15.838293229396566,27.017832766974934,56.30297481466586,5.206301899519493,29.23044090039587,17.966875939955916,191.654971699826,11.218968238193975,19.957541807209488,2.41376167469049,71.2379115942403,17.14875144858098,19.47884185028697,30.85049378496364,63.26841450033392,5.523001175048605,1129.180427689646,19.11709864701064,47.2883239169436,8.84361630833647,0.0
311,Mew2King,71.69862873273834,1486.191008531109,17.688640651736257,11.256226106916948,51.80565180668208,5.054266328414682,30.33957926862474,20.459465664443695,223.76581260840317,9.522959850576262,49.4776835726731,8.427351271026541,90.21508663767044,17.047253442562877,18.997650122086636,13.770845646160842,71.83328693071914,12.318783059544014,1195.159925663564,21.986897859836677,46.75924287669266,8.252406564003014,0.0
312,Axe,56.19722331059787,1228.610402665432,11.894620013383529,25.943105799373235,52.96309067654791,3.703232600457677,17.884422214037652,20.350025975203007,257.44376629605335,12.30637421815874,73.64962670112219,25.389053166837584,69.89318597004888,8.092420351651912,19.730403437082522,18.509374940581907,44.85026070660031,7.68777396570377,1121.8224894829211,17.76250119307849,39.04396178300478,6.782460351727114,0.0
313,Mew2King,46.79432291753546,1914.296630881549,16.43334477726662,50.294193713840855,54.36029291933502,5.815305236879045,12.979565132600577,21.56704345012659,291.30338322075136,14.017869615212819,40.183100111031294,18.988028070675128,51.53707674629333,14.769320553321487,16.13454346911928,16.73623641460811,52.88635552816213,8.71671766089237,1486.8349810693367,23.008999651888075,50.11675563503935,9.17306511844491,0.0
314,Mang0,67.27085448778907,955.1050437358508,11.192150794633298,9.615819821788431,47.092246007020314,10.422822334319152,34.352997249523916,16.70979867768295,155.98077592161079,17.46797306222713,48.4986929792085,17.099973803982046,67.04966862201829,19.575506309271905,13.768796058663627,19.629573142545823,81.8544224727515,11.037032659298884,1250.0516100778964,15.565608487135908,48.43359109659066,9.36722299112972,0.0
315,ChuDat,43.445556752543325,1049.7100895345825,14.408326765090763,16.026528370626508,56.149750568326255,4.128087447668182,21.41572964506376,9.616649769796556,523.2829098616853,8.963538393390566,15.657344774689477,12.392566716930075,75.33626659429262,21.57935156910896,9.391666890032472,15.113929157882914,42.758582827800254,9.480889642261985,1359.4481844391303,20.2006980408316,46.30051536595933,7.298081616773127,0.0
316,S2J,91.52537173664604,1194.2011015387295,12.667708034652662,82.92588307513915,51.96424493723906,6.872402218190165,0.6378045906130776,18.820553312314065,188.73858739301483,6.946479606557411,58.41927103025556,11.948480090269406,52.18702542086881,16.828783374116345,21.09930036964741,22.305071926450243,55.32006375423446,7.137952594684984,1608.8054972054324,14.613925650927643,40.48596950179873,8.861109540272167,0.0
317,Axe,108.81713866193758,1333.168209316375,14.038274039609668,21.310278922396932,56.024015705722995,9.288443827735769,2.8666446615919092,16.353523191045483,367.88491782627426,5.9696835202407055,48.249396620756784,12.505557185939223,53.80349630281734,20.707552704314033,8.032173428984565,17.889414845180656,59.166178651867405,7.023942396531447,1241.9769760300157,13.411918648475286,45.072420605287235,7.342706285416055,0.0
318,SFAT,39.77167348261544,1770.0856879842006,10.745313469854404,123.56902032578178,50.97952272322834,3.3500402586013474,17.48668007616368,22.802963855342348,397.0541462670293,11.471287789410995,18.701552453888723,21.248420734959296,57.598236182592544,15.721062069278611,12.11572314921845,15.680675416219124,40.78711588307091,9.878155675619258,684.0537063887098,24.363406632969458,48.01324360221988,8.153202727062409,0.0
319,Plup,76.93972272703195,1084.7661813768827,17.92829829507222,31.89188331369833,47.79169372112517,-0.8005285393651533,20.01820897885376,26.765077478056256,366.8933065685784,2.602582065140711,51.811028818588206,5.255982537410994,63.57514352084333,29.556170697498537,10.1767404559049,6.9385634243623855,27.290391916728087,13.567456074200077,1894.0623951509806,19.411980251423262,47.888990619014294,6.522449231087778,0.0
320,SFAT,106.24060988236903,1021.0660837887749,12.698623647261172,11.31739202985964,56.209889534172895,6.754745757974665,-3.017172545473132,15.279121057166847,234.69652608026254,17.424614127380913,58.77940999952795,19.06988453477686,46.966993939812525,12.84681051151106,13.604896094451826,12.783982679736141,48.95631850379706,6.205922564152801,863.8083478682078,22.76215123067451,54.67838891754053,8.035874146180324,0.0
321,Plup,26.54796203051643,1056.3198608426665,15.306809258243248,19.101939466072295,48.92809015059264,2.1132589179489125,17.58310405677825,12.13377844711697,299.11676866418674,16.99074581743142,47.99297322812483,14.63639746656884,68.35886732309781,27.34494647669711,8.70665745687798,17.586296144106612,51.325604704454406,9.151510705811663,1071.6346157036992,19.338008538358658,54.49293291143144,9.183810001163682,0.0
